,BOD:(mg/l):Inf,BOD:inf/(1+recycle ratio),BOD:Aeration tank inf,COD:(mg/l):Inf,COD:Inf/(1+recycle ratio),COD:Aeration tank inf,NH4-N:(mg/l):Inf,NH4-N:Aeration tank inf,TN:(mg/l):Inf,TN:Aeration tank inf,TP:(mg/l):Inf,TP:Aeration tank inf,Percentage,Gammaproteobacteria,Bacteroidia,Unclassified,Alphaproteobacteria,Others,Clostridia,Anaerolineae,Parcubacteria,Polyangia,Planctomycetes,Verrucomicrobiae,Bdellovibrionia,Chlamydiae,Oligoflexia,Phycisphaerae,Gracilibacteria,Actinobacteria,Bacilli,Microgenomatia,Babeliae,ABY1,Saccharimonadia,Acidimicrobiia,Omnitrophia,Cyanobacteriia,Acidobacteriae,Myxococcia,Nanoarchaeia,Thermoleophilia,Blastocatellia,OM190,Spirochaetia,Nitrospiria,Chloroflexia,Kiritimatiellae,Ignavibacteria,Desulfuromonadia,Campylobacteria,Gemmatimonadetes,Vicinamibacteria,Fimbriimonadia,Vampirivibrionia,Desulfovibrionia,Negativicutes,Holophagae,Leptospirae,metagenome,Kapabacteria,Lineage IIb,Desulfobacteria,Hydrogenedentia
280,83.9,67.12,83.9,167.1,133.68,167.1,25.2,25.2,31.99,31.99,4,4,0,16.8125,25.3984375,3.99609375,7.00390625,6.171875,1.03515625,9.60546875,0.3359375,2.28515625,1.7421875,0.6640625,0.24609375,0.8671875,0.2265625,1.28125,0.15625,0.62109375,0.31640625,0.50390625,0.265625,0.21875,0.4921875,1.78125,0.0234375,0.0078125,0.2421875,0.26171875,0.078125,1.63671875,2.47265625,0.6484375,0.05859375,1.87109375,0.14453125,1.24609375,4.73828125,0.140625,0.02734375,0.515625,1.50390625,0.578125,0.04296875,0.0234375,0.0078125,0.109375,0.01171875,0.49609375,0.44140625,0.01953125,0.046875,0.578125
281,45,22.5,45,100,50,100,26.64511,20.95466,35,35,3,3,0,21.42578125,6.14453125,3.26953125,5.84375,3.57421875,4.23046875,6.375,0.08203125,0.328125,1.82421875,1.50390625,0.18359375,0.03125,0.12890625,0.328125,1.17578125,17.8046875,2.12109375,0.5859375,0.06640625,0.03515625,0.90234375,9.02734375,0.01953125,0.3203125,0.00390625,0,0,3.3125,2.453125,0.0703125,0.02734375,0.1015625,0.66796875,1.796875,1.02734375,0.03515625,0.0390625,0.3125,1.3203125,0.65234375,0,0.0390625,0.01171875,0.078125,0,0.484375,0.140625,0.00390625,0.0703125,0.01953125
282,45,22.5,45,100,50,100,26.64511,20.95466,35,35,3,3,0,21.5625,16.7890625,5.3515625,10.68359375,7.28515625,0.66796875,4.37109375,0.125,3.5859375,1.55078125,0.546875,0.5625,0.51953125,0.1484375,2.546875,0.21484375,2.81640625,0.23828125,0.640625,0.6484375,0.4296875,2.0390625,2.171875,0.0078125,0.0078125,0.015625,0.12890625,0.29296875,3.890625,0.87109375,0.2421875,0.26171875,0.24609375,0.17578125,0.484375,3.52734375,0.578125,0.015625,1.2109375,0.6796875,1.046875,0.0234375,0.1171875,0.015625,0.0390625,0.09765625,0.16796875,0.1875,0,0.03515625,0.13671875
283,45,22.5,45,100,50,100,26.64511,20.95466,35,35,3,3,0,20.171875,7.8046875,3.47265625,4.39453125,3.21484375,3.875,4.6953125,0.30078125,0.26171875,1.484375,1.74609375,0.171875,0.09765625,0.26171875,0.2421875,4.32421875,18.609375,2.02734375,0.47265625,0.140625,0.09765625,1.41015625,8.4765625,0,0.3046875,0.0625,0.0234375,0.0078125,2.59375,3.75,0.08203125,0.0234375,0.07421875,0.421875,1.1484375,0.90234375,0.078125,0.046875,0.3046875,0.89453125,0.5859375,0,0.04296875,0.046875,0.0703125,0.0390625,0.4765625,0.17578125,0.05078125,0.0078125,0.03125
284,207,152.2058824,222.9448,499,366.9117647,444.2271,47,20.95466,64,40.2121,6.274391,5.0762,0.3,22.11328125,40.3203125,1.109375,6.3359375,1.17578125,0.94921875,2.1328125,0.54296875,11.2265625,0.8671875,1.10546875,0.52734375,0.89453125,0.203125,0.171875,0.23828125,0.875,0.26953125,0.09765625,0.01953125,0.02734375,0.03515625,1.00390625,0.0078125,0.54296875,0.10546875,0.24609375,0.03125,0.2109375,1,0.28515625,0.0859375,1.1484375,0.125,0.01171875,0.0546875,0.29296875,0.52734375,0.3515625,0.4375,0.2890625,0.1328125,0.10546875,0.0859375,0.00390625,0.09765625,0.09375,1.3515625,0.01171875,0.0078125,0.11328125
285,207,152.2058824,222.9448,499,366.9117647,444.2271,47,20.95466,64,40.2121,6.274391,5.0762,0.3,24.9765625,39.01953125,1.109375,5.8828125,1.0390625,0.828125,1.9765625,0.41015625,11.1484375,0.75,0.984375,0.60546875,0.7890625,0.1640625,0.2421875,0.28125,0.8515625,0.23828125,0.06640625,0.02734375,0.02734375,0.0234375,1,0.01953125,0.390625,0.11328125,0.203125,0.03515625,0.19921875,0.90234375,0.3203125,0.0546875,1.1484375,0.11328125,0.01171875,0.03125,0.39453125,0.484375,0.421875,0.3671875,0.23046875,0.15625,0.05859375,0.03515625,0.01953125,0.1171875,0.06640625,1.5390625,0.0234375,0.00390625,0.09765625
286,207,152.2058824,222.9448,499,366.9117647,444.2271,47,20.95466,64,40.2121,6.274391,5.0762,0.3,24.55859375,39.69140625,0.984375,6.03125,1.1484375,0.6953125,1.96875,0.37109375,10.66796875,0.75,1.1171875,0.51953125,0.77734375,0.20703125,0.18359375,0.203125,0.8515625,0.2890625,0.10546875,0.0234375,0.02734375,0.046875,1.046875,0,0.44140625,0.10546875,0.23828125,0.0390625,0.203125,0.96875,0.28515625,0.03515625,1.21484375,0.09375,0.015625,0.03125,0.3125,0.421875,0.37890625,0.3125,0.29296875,0.171875,0.078125,0.1015625,0.01171875,0.125,0.0625,1.62109375,0.01953125,0.0078125,0.14453125
287,207,152.2058824,222.9448,499,366.9117647,444.2271,47,20.95466,64,40.2121,6.274391,5.0762,0.3,26.68359375,33.859375,1.0234375,6.15625,1.0859375,0.63671875,1.74609375,0.28125,14.453125,0.81640625,1.1015625,0.515625,0.703125,0.1796875,0.15625,0.27734375,0.78125,0.15234375,0.04296875,0.04296875,0.01953125,0.01953125,0.87890625,0.0234375,0.8671875,0.125,0.1875,0.02734375,0.15234375,1.0078125,0.33984375,0.01171875,1.15234375,0.078125,0.015625,0.03515625,0.3125,0.5234375,0.30078125,0.39453125,0.16015625,0.10546875,0.0546875,0.04296875,0.01953125,0.15625,0.0546875,2.1015625,0.00390625,0.0078125,0.125
288,207,152.2058824,222.9448,499,366.9117647,444.2271,47,20.95466,64,40.2121,6.274391,5.0762,0.3,31.59375,26.7734375,1.6796875,7.17578125,1.15625,0.83203125,1.90234375,0.33984375,12.37890625,0.78515625,1.3984375,0.484375,0.7890625,0.27734375,0.23046875,0.2578125,0.7421875,0.33203125,0.046875,0.02734375,0.01953125,0.03515625,1.00390625,0.01953125,1.02734375,0.140625,0.19140625,0.01171875,0.28125,0.91796875,0.48828125,0.01171875,2.03515625,0.1484375,0.01171875,0.01171875,0.2421875,0.48828125,0.296875,0.4765625,0.109375,0.18359375,0.0625,0.0390625,0.046875,0.2109375,0.10546875,2.109375,0.00390625,0.00390625,0.0625
289,207,152.2058824,222.9448,499,366.9117647,444.2271,47,20.95466,64,40.2121,6.274391,5.0762,0.3,31.32421875,28.7734375,1.25390625,5.8125,1.15234375,0.828125,1.66015625,0.2890625,12.34375,0.73828125,1.28515625,0.5546875,0.890625,0.203125,0.18359375,0.22265625,0.6015625,0.24609375,0.01953125,0.05078125,0.03515625,0.03515625,0.80859375,0.02734375,1.3984375,0.1484375,0.234375,0.02734375,0.12890625,1.14453125,0.3984375,0.0078125,2.05078125,0.08984375,0.0078125,0.02734375,0.29296875,0.625,0.30078125,0.3203125,0.15234375,0.19140625,0.05078125,0.08203125,0.0234375,0.16015625,0.0625,2.6484375,0.02734375,0.0078125,0.05078125
290,150,116.8853,222.9448,485,245.8166,444.2271,34,20.95466,55,40.2121,6.274391,5.0762,0.1,34.609375,27.32421875,2.78515625,10.01953125,1.55078125,1.234375,3.7421875,0.29296875,1.5234375,0.91015625,0.95703125,1.13671875,0.7109375,0.13671875,1.046875,1.22265625,0.5625,0.23828125,0.08203125,0.2578125,0.0625,0.21484375,0.75390625,0.1875,0.01953125,0.11328125,0.1640625,0.3125,0.2265625,0.00390625,0.70703125,0.171875,3.02734375,0.046875,0.1328125,0.20703125,0.5390625,1.03515625,0.015625,0.0859375,0,0.14453125,0.15234375,0.0234375,0.4765625,0.44140625,0.05859375,0.01953125,0.01953125,0.24609375,0.046875
291,150,116.8853,222.9448,485,245.8166,444.2271,34,20.95466,55,40.2121,6.274391,5.0762,0.1,31.87109375,28.12109375,3.19921875,11.1015625,1.5390625,1.375,3.9921875,0.19140625,1.7734375,0.9140625,0.85546875,1.2578125,0.77734375,0.09765625,1.203125,1.03125,0.765625,0.2265625,0.078125,0.28125,0.09765625,0.2265625,0.8984375,0.15234375,0.01953125,0.109375,0.16796875,0.265625,0.27734375,0.0078125,0.70703125,0.17578125,2.90234375,0.0703125,0.13671875,0.22265625,0.546875,0.6953125,0.01953125,0.1328125,0,0.1171875,0.234375,0.00390625,0.44921875,0.4296875,0.0234375,0,0.0078125,0.20703125,0.04296875
292,150,116.8853,222.9448,485,245.8166,444.2271,34,20.95466,55,40.2121,6.274391,5.0762,0.1,32.15625,28.2109375,2.92578125,10.6875,1.48046875,1.26171875,4.078125,0.2578125,1.640625,0.96875,0.8984375,1.19921875,0.75,0.11328125,1.1875,1.16796875,0.6953125,0.1953125,0.07421875,0.3359375,0.06640625,0.265625,0.7890625,0.12109375,0.015625,0.1640625,0.19140625,0.2421875,0.25390625,0.00390625,0.76171875,0.15234375,3.4140625,0.0390625,0.09375,0.1875,0.58984375,0.62890625,0,0.0546875,0,0.1484375,0.1328125,0.01953125,0.5546875,0.44921875,0.0703125,0,0.015625,0.2109375,0.078125
293,150,116.8853,222.9448,485,245.8166,444.2271,34,20.95466,55,40.2121,6.274391,5.0762,0.1,34.77734375,26.21875,3.08203125,11.23828125,1.62890625,1.01953125,3.39453125,0.203125,1.83984375,0.90234375,0.796875,1.421875,0.7578125,0.078125,1.0546875,0.96484375,0.578125,0.171875,0.01953125,0.3671875,0.109375,0.234375,0.9140625,0.15234375,0.015625,0.1171875,0.1328125,0.33203125,0.19921875,0,0.6484375,0.12890625,3.3828125,0.05859375,0.140625,0.1875,0.50390625,0.7578125,0.00390625,0.08984375,0,0.16796875,0.13671875,0.0078125,0.3671875,0.3125,0.0625,0.0078125,0.03125,0.203125,0.078125
294,150,116.8853,222.9448,485,245.8166,444.2271,34,20.95466,55,40.2121,6.274391,5.0762,0.1,38.5703125,26.66796875,2.91015625,10.6953125,1.76171875,0.78515625,2.4140625,0.2109375,2.15234375,0.66015625,0.7734375,1.29296875,0.66015625,0.0234375,1.10546875,0.8515625,0.5,0.12109375,0.05078125,0.265625,0.07421875,0.19921875,0.55859375,0.19140625,0.0078125,0.16015625,0.140625,0.3125,0.1484375,0.0078125,0.83203125,0.125,1.76953125,0.03125,0.13671875,0.15234375,0.5234375,0.57421875,0.0078125,0.08203125,0.0078125,0.2109375,0.203125,0.01953125,0.40234375,0.28515625,0.078125,0.00390625,0.01171875,0.2109375,0.05859375
295,150,116.8853,222.9448,485,245.8166,444.2271,34,20.95466,55,40.2121,6.274391,5.0762,0.1,32.4453125,26.9296875,1.23046875,6.08984375,1.0859375,0.87109375,1.59375,0.19921875,14.4296875,0.671875,1.06640625,0.49609375,0.765625,0.19921875,0.2265625,0.171875,0.69140625,0.21484375,0.0234375,0.0078125,0.015625,0.02734375,0.98828125,0.015625,1.01171875,0.14453125,0.30078125,0.03125,0.16796875,1.09375,0.375,0.02734375,1.64453125,0.07421875,0,0.01953125,0.39453125,0.51953125,0.35546875,0.3828125,0.11328125,0.18359375,0.078125,0.04296875,0.0234375,0.16796875,0.04296875,2.265625,0.0078125,0.0078125,0.06640625
296,327,116.8853,222.9448,905,245.8166,444.2271,53,0.05,67,40.2121,15,5.0762,0.15,26.78125,42.29296875,0.98828125,5.1328125,1.00390625,9.44140625,1.59765625,0.0703125,0.44921875,0.81640625,0.33984375,0.15625,0.37890625,0.16796875,0.21484375,0.0625,0.828125,0.66015625,0.0546875,0.03515625,0.01171875,0.4765625,2.2578125,0.02734375,0.01171875,0.09765625,0.05859375,0.01171875,1.19921875,0.91796875,0.16015625,0.01171875,0.47265625,0.34765625,0.01953125,1.0078125,0.06640625,0.1171875,0.22265625,0.2421875,0.328125,0.00390625,0.01953125,0.14453125,0.0546875,0.01171875,0.08203125,0.08203125,0.01953125,0.00390625,0.0390625
297,327,116.8853,222.9448,905,245.8166,444.2271,53,0.05,67,40.2121,15,5.0762,0.15,14.625,31.8125,5.18359375,7.31640625,1.296875,9.0546875,1.72265625,0.09375,0.68359375,0.921875,0.296875,0.1640625,0.49609375,0.3046875,0.20703125,0.08984375,1.90625,13.28125,0.08984375,0.03515625,0.0234375,0.51953125,3.25390625,0.02734375,0.0234375,0.09375,0.05078125,0.00390625,1.94921875,0.65234375,0.1640625,0.00390625,0.3984375,0.47265625,0.015625,1.22265625,0.13671875,0.125,0.23046875,0.2265625,0.4609375,0.0078125,0.04296875,0.04296875,0.05078125,0.00390625,0.09375,0.0703125,0.01171875,0,0.0390625
298,327,116.8853,222.9448,905,245.8166,444.2271,53,0.05,67,40.2121,15,5.0762,0.15,35.27734375,37.95703125,0.3203125,4.5546875,1.16015625,1.19140625,0.08203125,0.16015625,5.45703125,0.12109375,1.59375,0.65625,0.0390625,0.2109375,0.01171875,0.60546875,0.54296875,0.57421875,0.0390625,0.09765625,0.06640625,0.2890625,0.1015625,0,0.01171875,0.0546875,0.05078125,0,0.01953125,0.08203125,0.07421875,0.0390625,0.015625,0.0078125,0.05859375,0.00390625,0.97265625,2.66015625,0.8515625,0.01171875,0.0078125,0,0.4375,0.06640625,2.80078125,0.03515625,0.0625,0.10546875,0,0.21875,0.2421875
299,327,116.8853,222.9448,905,245.8166,444.2271,53,0.04,67,40.2121,15,5.0762,0.15,36.5625,38.47265625,0.32421875,5.1015625,0.89453125,0.828125,0.1015625,0.12109375,5.44921875,0.09765625,1.5703125,0.7421875,0.0546875,0.203125,0.015625,0.48828125,0.390625,0.66015625,0.05078125,0.09375,0.0546875,0.203125,0.046875,0,0.00390625,0.0390625,0.04296875,0,0.04296875,0.0390625,0.04296875,0.04296875,0.00390625,0.0078125,0.04296875,0.00390625,0.91015625,2.1953125,0.796875,0.01171875,0.00390625,0,0.3203125,0.0390625,2.40625,0.02734375,0.0703125,0.09375,0,0.09375,0.19140625
300,327,116.8853,222.9448,905,245.8166,444.2271,53,0.04,67,40.2121,15,5.0762,0.15,38.4375,36,0.30078125,4.8203125,0.84765625,0.75390625,0.06640625,0.08203125,5.375,0.0546875,1.3515625,0.5859375,0.0390625,0.19140625,0.01953125,0.41796875,0.6328125,0.47265625,0.015625,0.03515625,0.046875,0.22265625,0.10546875,0,0.0078125,0.07421875,0.0546875,0,0.01171875,0.12109375,0.0703125,0.05859375,0.01953125,0.01171875,0.03515625,0.0078125,0.875,3.6953125,0.765625,0.00390625,0,0,0.4296875,0.078125,2.328125,0.01171875,0.04296875,0.109375,0,0.1015625,0.2109375
301,327,116.8853,222.9448,905,245.8166,444.2271,53,0.04,67,40.2121,15,5.0762,0.15,27.72265625,43.734375,1.28515625,5.58203125,1.171875,7.51171875,1.4921875,0.08984375,0.76953125,0.5234375,0.3203125,0.1484375,0.37109375,0.2734375,0.19921875,0.07421875,0.59765625,0.42578125,0.09375,0.02734375,0.015625,0.38671875,1.89453125,0.015625,0.01171875,0.109375,0.03125,0.0078125,0.7734375,0.7109375,0.1484375,0,0.41015625,0.2265625,0.01171875,1.03515625,0.16015625,0.109375,0.31640625,0.265625,0.41796875,0,0.03125,0.1796875,0.0625,0.0078125,0.09375,0.07421875,0.0390625,0,0.0390625
302,294.7,147.35,222.9448,701.39,350.695,444.2271,43.19,20.95466,10.25,40.2121,10.25,5.0762,0.125,29.59375,32.25,2.44140625,3.85546875,2.17578125,1.078125,5.3203125,1.97265625,3.90625,0.80859375,1.11328125,1.46875,0.125,0.29296875,0.3984375,0.546875,1.01953125,0.421875,0.10546875,0.078125,0.1015625,0.1796875,0.59375,0.07421875,0.01171875,0.140625,0.44140625,0.04296875,0.140625,1.01953125,0.625,0.01171875,2.671875,0.1953125,0.05859375,0.1953125,0.7265625,1.05078125,0.13671875,0.3046875,0.21484375,0.171875,0.09375,0.1015625,0.03515625,1.0390625,0.15625,0.29296875,0.046875,0.00390625,0.1484375
303,294.7,147.35,222.9448,701.39,350.695,444.2271,43.19,20.95466,10.25,40.2121,10.25,5.0762,0.125,31.609375,30.3203125,2.4609375,4.234375,2.43359375,1.125,5.203125,1.4296875,4.00390625,0.75,1.234375,1.5,0.125,0.296875,0.39453125,0.515625,1.11328125,0.48046875,0.125,0.0859375,0.08984375,0.1171875,0.59765625,0.07421875,0.01171875,0.1484375,0.50390625,0.07421875,0.1015625,1.06640625,0.54296875,0.0078125,2.1875,0.20703125,0.0859375,0.2109375,0.82421875,0.87890625,0.16796875,0.29296875,0.23046875,0.265625,0.109375,0.05859375,0.03125,0.98828125,0.203125,0.2578125,0.07421875,0.015625,0.1328125
304,294.7,147.35,222.9448,701.39,350.695,444.2271,43.19,20.95466,10.25,40.2121,10.25,5.0762,0.125,30.76953125,30.921875,2.88671875,3.875,2.31640625,1.09765625,5.33984375,1.796875,3.65625,0.859375,1.31640625,1.5859375,0.12109375,0.2890625,0.3671875,0.5703125,1.28125,0.41015625,0.125,0.08984375,0.125,0.1484375,0.55859375,0.078125,0.015625,0.11328125,0.46875,0.078125,0.1484375,1.0078125,0.66015625,0.0078125,2.34765625,0.27734375,0.06640625,0.1640625,0.6328125,0.703125,0.171875,0.265625,0.1171875,0.2734375,0.07421875,0.0546875,0.0546875,1.08984375,0.15234375,0.25390625,0.08984375,0.01171875,0.11328125
305,294.7,147.35,222.9448,701.39,350.695,444.2271,43.19,20.95466,10.25,40.2121,10.25,5.0762,0.125,30.41015625,31.09765625,2.84765625,4.18359375,2.328125,1.1015625,5.46875,1.9609375,3.5234375,0.7890625,1.14453125,1.43359375,0.1328125,0.3203125,0.44140625,0.59375,0.93359375,0.47265625,0.09375,0.109375,0.12890625,0.18359375,0.484375,0.1015625,0.015625,0.15234375,0.4765625,0.0546875,0.14453125,0.88671875,0.71484375,0.01171875,2.140625,0.23046875,0.078125,0.1328125,0.58984375,1.125,0.13671875,0.2890625,0.1328125,0.39453125,0.10546875,0.05859375,0.02734375,1.26953125,0.16015625,0.20703125,0.08203125,0.015625,0.08203125
306,294.7,147.35,222.9448,701.39,350.695,444.2271,43.19,20.95466,10.25,40.2121,10.25,5.0762,0.125,32.48046875,27.1015625,3.0625,4.18359375,2.35546875,1.12890625,6.2890625,1.95703125,3.4375,0.9140625,1.2578125,1.42578125,0.125,0.2734375,0.47265625,0.61328125,1.2890625,0.48046875,0.05859375,0.12890625,0.0859375,0.16015625,0.80859375,0.10546875,0.01171875,0.16015625,0.3828125,0.11328125,0.13671875,0.8828125,0.59765625,0.01171875,2.89453125,0.296875,0.08984375,0.12890625,0.46875,0.91015625,0.1796875,0.25,0.18359375,0.2890625,0.06640625,0.0390625,0.01953125,1.203125,0.15234375,0.1953125,0.0546875,0.01171875,0.07421875
307,294.7,147.35,222.9448,701.39,350.695,444.2271,43.19,20.95466,10.25,40.2121,10.25,5.0762,0.125,30.03125,31.73046875,3.0390625,3.99609375,2.2578125,1.109375,6.06640625,1.76953125,3.29296875,0.74609375,1.14453125,1.44140625,0.140625,0.26953125,0.32421875,0.57421875,0.875,0.45703125,0.1171875,0.125,0.1484375,0.17578125,0.4375,0.07421875,0.0078125,0.109375,0.44921875,0.078125,0.12109375,0.92578125,0.609375,0.0078125,2.515625,0.2421875,0.07421875,0.19921875,0.56640625,0.84375,0.1640625,0.33984375,0.12890625,0.31640625,0.1015625,0.04296875,0.04296875,1.19921875,0.17578125,0.2421875,0.04296875,0.01171875,0.09765625
308,294.7,147.35,222.9448,701.39,350.695,444.2271,43.19,20.95466,10.25,40.2121,10.25,5.0762,0.125,30.0546875,31.62109375,2.546875,3.9296875,2.4765625,1.19140625,5.859375,1.93359375,3.53515625,0.828125,1.2265625,1.51953125,0.10546875,0.31640625,0.390625,0.69921875,1.046875,0.4609375,0.09375,0.1015625,0.1015625,0.15625,0.51953125,0.05859375,0.015625,0.10546875,0.34765625,0.12109375,0.0703125,1.00390625,0.5390625,0.00390625,2.07421875,0.26953125,0.0546875,0.19140625,0.703125,0.95703125,0.1640625,0.30078125,0.1796875,0.23828125,0.1015625,0.1015625,0.02734375,1.07421875,0.125,0.2265625,0.078125,0.00390625,0.1484375
309,294.7,147.35,222.9448,701.39,350.695,444.2271,43.19,20.95466,10.25,40.2121,10.25,5.0762,0.125,27.44921875,33.171875,2.52734375,4.04296875,2.40234375,1.00390625,5.84375,1.953125,4.00390625,0.828125,1.20703125,1.5859375,0.10546875,0.3203125,0.359375,0.67578125,1.046875,0.4375,0.0859375,0.09765625,0.1015625,0.171875,0.5625,0.05859375,0.01953125,0.09375,0.52734375,0.08984375,0.1484375,1.07421875,0.7421875,0.01171875,2.21875,0.2109375,0.04296875,0.16015625,0.6171875,0.95703125,0.21875,0.31640625,0.234375,0.21484375,0.08984375,0.08984375,0.03515625,1.22265625,0.1953125,0.26953125,0.0390625,0.0078125,0.109375
310,294.7,147.35,222.9448,701.39,350.695,444.2271,43.19,20.95466,10.25,40.2121,10.25,5.0762,0.125,28.8515625,32.55078125,2.734375,4.17578125,2.515625,1.14453125,5.1875,1.84375,3.90625,0.80859375,1.24609375,1.359375,0.09765625,0.23046875,0.4921875,0.63671875,0.9921875,0.4453125,0.11328125,0.1015625,0.14453125,0.19140625,0.56640625,0.0859375,0.0234375,0.1640625,0.4296875,0.05078125,0.18359375,1.14453125,0.58984375,0.01171875,2.16796875,0.20703125,0.0703125,0.1953125,0.69140625,0.74609375,0.16015625,0.27734375,0.24609375,0.2890625,0.078125,0.08203125,0.02734375,1.06640625,0.140625,0.29296875,0.0703125,0.0078125,0.1640625
311,294.7,147.35,222.9448,701.39,350.695,444.2271,43.19,20.95466,10.25,40.2121,10.25,5.0762,0.125,29.54296875,29.56640625,2.1484375,4.03125,2.8515625,1.1171875,6.41796875,2.18359375,3.31640625,0.7734375,0.953125,1.6953125,0.15234375,0.2421875,0.59375,0.6640625,1.5546875,0.28125,0.1015625,0.04296875,0.17578125,0.640625,0.87109375,0.12890625,0.00390625,0.24609375,0.50390625,0.24609375,0.1953125,1.00390625,0.6328125,0,2.71875,0.2109375,0.03515625,0.26171875,0.55078125,1.28125,0.40625,0.31640625,0.13671875,0.2421875,0.04296875,0.07421875,0.015625,0.48828125,0.15625,0.05859375,0.03515625,0.01171875,0.078125
312,294.7,147.35,222.9448,701.39,350.695,444.2271,43.19,20.95466,10.25,40.2121,10.25,5.0762,0.125,27.140625,32.96484375,2.15234375,4.1171875,2.5625,0.875,6.1953125,2.21875,3.46875,0.77734375,0.92578125,1.65625,0.1875,0.2421875,0.578125,0.66796875,1.53515625,0.34375,0.09375,0.0390625,0.1796875,0.546875,0.96875,0.109375,0.015625,0.15234375,0.4765625,0.23046875,0.28125,0.94921875,0.6015625,0.0078125,2.65234375,0.19140625,0.046875,0.34375,0.55078125,0.7421875,0.47265625,0.3828125,0.14453125,0.22265625,0.04296875,0.02734375,0.01953125,0.51953125,0.171875,0.078125,0.02734375,0.0078125,0.09375
313,294.7,147.35,222.9448,701.39,350.695,444.2271,43.19,20.95466,10.25,40.2121,10.25,5.0762,0.125,28.0390625,31.14453125,1.953125,4.02734375,2.6875,1.15625,6.328125,2.19921875,3.6953125,0.80078125,1.00390625,1.5546875,0.15625,0.26171875,0.47265625,0.7421875,1.703125,0.35546875,0.11328125,0.06640625,0.1328125,0.58984375,0.91796875,0.09765625,0.01953125,0.16796875,0.4296875,0.25390625,0.171875,1.07421875,0.55859375,0.0078125,3.07421875,0.2578125,0.04296875,0.328125,0.578125,0.609375,0.48046875,0.3828125,0.1171875,0.24609375,0.05859375,0.02734375,0.015625,0.5078125,0.2265625,0.0703125,0.02734375,0,0.06640625
314,300,171.4285714,222.9448,430.1086,245.8166,444.2271,35,20.95466,48,40.2121,6.9,5.0762,0.1050774,28.83203125,39.6953125,0.66015625,4.734375,1.83984375,0.69140625,0.546875,0.2890625,5.75,0.34375,1.3359375,1.2578125,0.07421875,0.6953125,1.4609375,0.80078125,0.35546875,0.234375,0.0078125,0.12109375,0.03515625,0.140625,0.38671875,0,0.0078125,0.265625,0.3203125,0.0703125,0.16796875,2.421875,0.625,0.1484375,0.59375,0.11328125,0.01953125,0.1328125,0.6796875,0.4375,0.82421875,0.2109375,0.08984375,0.0625,0.015625,0.03125,0.06640625,0.1796875,0.19921875,1.953125,0.05859375,0.00390625,0.01171875
315,300,171.4285714,222.9448,430.1086,245.8166,444.2271,35,20.95466,48,40.2121,6.9,5.0762,0.1050774,26.6796875,42.2265625,0.62109375,4.37109375,1.546875,0.53125,0.54296875,0.36328125,5.375,0.421875,1.61328125,1.1875,0.07421875,0.5859375,1.7421875,0.90625,0.21484375,0.20703125,0.015625,0.08984375,0.0390625,0.16015625,0.32421875,0.0078125,0.00390625,0.28125,0.2890625,0.1015625,0.0703125,2.62890625,0.7734375,0.140625,0.7734375,0.12890625,0.0234375,0.15625,0.6171875,0.3125,0.828125,0.203125,0.109375,0.05078125,0.0078125,0.05078125,0.04296875,0.1640625,0.16796875,2.140625,0.0546875,0,0.03125
316,300,171.4285714,222.9448,430.1086,245.8166,444.2271,35,20.95466,48,40.2121,6.9,5.0762,0.1050774,16.9296875,32.35546875,1.91015625,4,4.765625,0.64453125,2.31640625,1.5078125,2.9140625,0.6484375,2.8046875,1.01171875,0.0625,0.484375,1.36328125,0.54296875,0.68359375,0.30078125,0.2109375,0.3984375,4.1640625,0.890625,1.91796875,1.32421875,0.02734375,0.67578125,0.921875,0.234375,0.2265625,5.70703125,0.65625,0.01953125,1.8515625,0.18359375,0.015625,2.03515625,0.15234375,0,0.53125,0.51171875,0.16796875,0.0390625,0.00390625,0,0.28125,0.09765625,0.16015625,0.4765625,0.75390625,0.0078125,0.109375
317,300,171.4285714,222.9448,430.1086,245.8166,444.2271,35,20.95466,48,40.2121,6.9,5.0762,0.1050774,20.58984375,57.6640625,0.28515625,2.51171875,1.59765625,0.6953125,0.40625,0.6328125,2.41796875,0.27734375,1.38671875,1.01953125,0.01953125,0.24609375,0.24609375,0.52734375,0.1875,0.15234375,0.02734375,0.0078125,0.3203125,0.23046875,0.2109375,0.1328125,0.00390625,0.25390625,0.27734375,0.07421875,0.0546875,2.6328125,0.05859375,0.02734375,0.59375,0.0546875,0.00390625,1.359375,0.11328125,1.03515625,0.06640625,0.1875,0.0546875,0.0625,0.0078125,0.046875,0.0703125,0.42578125,0.12109375,0.48046875,0.11328125,0,0.02734375
318,300,171.4285714,222.9448,430.1086,245.8166,444.2271,35,20.95466,48,40.2121,6.9,5.0762,0.1050774,29.45703125,38.52734375,0.703125,4.7109375,1.65625,0.6171875,0.76953125,0.3125,5.62109375,0.5859375,1.4609375,1.09375,0.0703125,0.4609375,1.60546875,0.7890625,0.46875,0.15625,0.015625,0.078125,0.015625,0.12109375,0.6328125,0,0.00390625,0.26171875,0.2265625,0.078125,0.21875,2.9921875,0.6640625,0.12890625,0.671875,0.30078125,0.015625,0.12109375,0.62890625,0.33203125,0.921875,0.26953125,0.0625,0.0703125,0.02734375,0.02734375,0.0390625,0.15625,0.18359375,1.58203125,0.06640625,0.00390625,0.015625
