,Annual average(鈩?,Annual mean of daily maximum(鈩?,Annual mean of daily minimum(鈩?,Sampling month average(鈩?,Sampling moment(鈩?,Annual(mm),Sampling month(mm),GDP per capita (dollars),City population,Gammaproteobacteria,Bacteroidia,Unclassified,Alphaproteobacteria,Others,Clostridia,Anaerolineae,Parcubacteria,Polyangia,Planctomycetes,Verrucomicrobiae,Bdellovibrionia,Chlamydiae,Oligoflexia,Phycisphaerae,Gracilibacteria,Actinobacteria,Bacilli,Microgenomatia,Babeliae,ABY1,Saccharimonadia,Acidimicrobiia,Omnitrophia,Cyanobacteriia,Acidobacteriae,Myxococcia,Nanoarchaeia,Thermoleophilia,Blastocatellia,OM190,Spirochaetia,Nitrospiria,Chloroflexia,Kiritimatiellae,Ignavibacteria,Desulfuromonadia,Campylobacteria,Gemmatimonadetes,Vicinamibacteria,Fimbriimonadia,Vampirivibrionia,Desulfovibrionia,Negativicutes,Holophagae,Leptospirae,metagenome,Kapabacteria,Lineage IIb,Desulfobacteria,Hydrogenedentia
671,19,33,-7,29,10.65714,919,52,59483,6937652,21.96875,27.1015625,2.84375,8.80859375,0.9921875,0.88671875,1.94921875,0.5546875,6.359375,1.15625,2.23828125,0.5234375,0.5625,1.28125,0.74609375,0.21875,0.33984375,0.1640625,0.01953125,0.171875,0.0546875,0.08203125,0.27734375,0.07421875,0.18359375,0.53515625,0.65234375,0.08984375,0.59375,2.640625,0.68359375,0.046875,9.08984375,0.19140625,0.03515625,0.07421875,0.0859375,2.09765625,0.3984375,0.40234375,0.1484375,0.3828125,0.03125,0.06640625,0.32421875,1.32421875,0.11328125,0.1953125,0.12109375,0.01171875,0.10546875
672,19,33,-7,29,10.65714,919,52,59483,6937652,22.80859375,26.7265625,3.0625,9.30078125,1.296875,0.85546875,1.89453125,0.71875,6.79296875,1.140625,2.19921875,0.546875,0.73046875,1.1953125,0.75390625,0.18359375,0.3984375,0.15234375,0.01953125,0.21484375,0.046875,0.07421875,0.26171875,0.0625,0.2890625,0.5078125,0.74609375,0.0703125,0.484375,2.8671875,0.74609375,0.05859375,6.73046875,0.19140625,0.015625,0.17578125,0.12890625,1.45703125,0.546875,0.4609375,0.40234375,0.41015625,0.05859375,0.05859375,0.38671875,1.08984375,0.203125,0.2421875,0.08984375,0.01953125,0.125
673,19,33,-7,29,10.65714,919,52,59483,6937652,25.796875,26.98828125,2.6953125,7.7734375,1.29296875,0.79296875,2.15234375,0.71484375,6.2265625,0.890625,2.3203125,0.39453125,0.5859375,0.74609375,1.09375,0.1875,0.296875,0.1484375,0.0390625,0.20703125,0.1171875,0.16796875,0.4375,0.06640625,0.19921875,0.48828125,1.21875,0.01953125,0.55078125,2.96484375,0.609375,0.0859375,3.91796875,0.19921875,0,0.1328125,0.19921875,0.8671875,0.80078125,0.40234375,0.16796875,0.4765625,0.0546875,0.0390625,3.12109375,0.7265625,0.08203125,0.1328125,0.1953125,0.01171875,0.203125
674,19,33,-7,29,10.65714,919,52,59483,6937652,27.06640625,29.5859375,3.12109375,7.49609375,1.17578125,0.56640625,2.55859375,1.12109375,6.609375,0.61328125,2.484375,0.40625,0.59375,0.96875,1.0078125,0.2265625,0.17578125,0.09765625,0.13671875,0.2109375,0.1328125,0.15625,0.23046875,0.1171875,0.265625,0.328125,1.1796875,0.03125,0.25390625,2.359375,0.58984375,0.109375,1.62890625,0.09765625,0.0078125,0.08203125,0.15625,0.7578125,0.65625,0.28515625,0.1015625,0.421875,0.05078125,0.03515625,2.5625,0.66015625,0.1015625,0.140625,0.14453125,0.015625,0.1171875
675,19,33,-7,29,10.65714,919,52,59483,6937652,27.0546875,29.609375,2.7890625,6.953125,0.96875,0.58203125,2.1015625,0.85546875,5.67578125,0.90234375,2.16796875,0.38671875,0.55859375,0.87109375,0.890625,0.2109375,0.30859375,0.09765625,0.08203125,0.21875,0.109375,0.1171875,0.2890625,0.0390625,0.3046875,0.42578125,1.01171875,0.0234375,0.41796875,2.921875,0.43359375,0.0625,3.74609375,0.171875,0.0078125,0.14453125,0.1484375,0.45703125,0.578125,0.25390625,0.21484375,0.4296875,0.0703125,0.046875,2.91796875,0.73046875,0.125,0.1484375,0.16796875,0.015625,0.18359375
676,19,33,-7,29,10.65714,919,52,59483,6937652,25.90234375,29.33203125,2.8828125,7.23046875,1.234375,0.73046875,2.08203125,0.8671875,6.49609375,0.65234375,2.69921875,0.50390625,0.52734375,1.18359375,1.18359375,0.16015625,0.234375,0.11328125,0.06640625,0.1640625,0.14453125,0.1015625,0.30078125,0.10546875,0.28515625,0.5078125,1.22265625,0.05859375,0.375,2.484375,0.6171875,0.05859375,2.14453125,0.08984375,0.00390625,0.0703125,0.21484375,1.37109375,0.7890625,0.359375,0.1875,0.4375,0.078125,0.0625,2.37109375,0.6640625,0.125,0.1875,0.1953125,0.02734375,0.11328125
677,19,33,-7,29,10.65714,919,52,59483,6937652,28.59375,25.1015625,2.48828125,8.03515625,1.2578125,0.734375,1.90234375,0.63671875,6.48828125,0.953125,2.296875,0.3828125,0.46875,0.76953125,1.13671875,0.1875,0.36328125,0.171875,0.08984375,0.12890625,0.1171875,0.109375,0.38671875,0.04296875,0.203125,0.52734375,1.125,0.05078125,0.671875,2.3515625,0.60546875,0.1171875,3.92578125,0.203125,0.0078125,0.125,0.25390625,0.72265625,0.8828125,0.46484375,0.18359375,0.375,0.1015625,0.0390625,3.02734375,0.64453125,0.1171875,0.1015625,0.17578125,0.0234375,0.12890625
678,19,33,-7,29,10.65714,919,52,59483,6937652,27.2578125,29.66015625,2.75,6.8203125,1.08203125,0.71875,2.1875,0.83203125,5.9921875,0.61328125,2.84765625,0.40625,0.52734375,0.984375,0.9765625,0.16796875,0.25390625,0.08203125,0.078125,0.19921875,0.12890625,0.13671875,0.26171875,0.0625,0.2265625,0.4765625,1.2109375,0.03125,0.3203125,2.8203125,0.671875,0.10546875,2.5859375,0.1015625,0.00390625,0.11328125,0.1953125,0.82421875,0.70703125,0.2578125,0.1640625,0.45703125,0.0625,0.03515625,2.41015625,0.58203125,0.11328125,0.1640625,0.16015625,0.01171875,0.16015625
679,18,32,-7,28,10.65714,919,52,59483,6937652,48.08203125,27.2265625,1.45703125,3.76171875,1.83984375,0.2890625,0.16015625,2.50390625,2.51953125,0.203125,0.96484375,0.80859375,0.42578125,0.71484375,0.15625,1.28515625,0.12109375,0.11328125,0,0.21875,0.08203125,0.02734375,1.140625,0.15234375,0.03515625,0.21484375,0.59375,0.109375,0.0390625,0.69921875,0.3046875,0.02734375,0.19140625,0.04296875,0,0.140625,0.45703125,1.61328125,0.13671875,0.0859375,0.0546875,0.34765625,0.0546875,0.08984375,0.01953125,0.25390625,0.08203125,0.0625,0.03515625,0.01171875,0.04296875
680,18,32,-7,28,10.65714,919,52,59483,6937652,44.2109375,29.67578125,1.484375,4.2890625,1.8125,0.40234375,0.12890625,2.78515625,2.140625,0.23828125,1.1328125,0.5546875,0.28125,0.7421875,0.19140625,1.53515625,0.1015625,0.09375,0,0.28515625,0.08203125,0.046875,1.30859375,0.13671875,0.02734375,0.29296875,0.49609375,0.1015625,0.078125,0.9453125,0.28125,0.02734375,0.44140625,0.015625,0.00390625,0.25,0.3203125,1.3515625,0.15625,0.1171875,0.1015625,0.37109375,0.02734375,0.0703125,0.02734375,0.39453125,0.1171875,0.18359375,0.0625,0,0.078125
681,18,32,-7,28,10.65714,919,52,59483,6937652,49.1328125,26.3203125,1.4375,3.67578125,2.2265625,0.28125,0.14453125,2.4375,2.30078125,0.20703125,1.078125,0.67578125,0.37890625,0.6875,0.2109375,1.359375,0.12109375,0.0859375,0.00390625,0.17578125,0.12109375,0.03515625,0.84765625,0.19921875,0.01953125,0.2421875,0.59765625,0.10546875,0.03125,0.75,0.44140625,0.03515625,0.21875,0.02734375,0,0.12890625,0.4140625,1.34765625,0.1015625,0.09765625,0.10546875,0.32421875,0.0703125,0.109375,0.015625,0.41796875,0.1015625,0.078125,0.0234375,0,0.05078125
682,18,32,-7,28,10.65714,919,52,59483,6937652,42.08984375,30.3046875,0.98046875,3.48046875,2.6796875,0.38671875,0.1328125,1.65234375,2.5703125,0.35546875,1.28125,1.140625,0.34375,0.56640625,0.1953125,0.7578125,0.2265625,0.11328125,0,0.15234375,0.05859375,0.0234375,1.66015625,0.078125,0.0078125,0.58984375,0.8828125,0.046875,0.078125,1.3125,0.53125,0.01171875,0.77734375,0.0703125,0.00390625,0.19921875,0.3984375,1.50390625,0.14453125,0.1640625,0.375,0.42578125,0.05859375,0.1015625,0.04296875,0.3203125,0.25,0.23828125,0.08984375,0.00390625,0.140625
683,18,32,-7,28,10.65714,919,52,59483,6937652,43.63671875,30.9140625,1.078125,3.34765625,2.39453125,0.33203125,0.1171875,1.44921875,2.72265625,0.296875,1.171875,1.00390625,0.36328125,0.484375,0.19921875,0.84765625,0.140625,0.1328125,0,0.1484375,0.06640625,0.03125,1.34375,0.06640625,0.015625,0.40234375,0.99609375,0.0234375,0.06640625,0.9609375,0.3828125,0.0390625,0.82421875,0.05078125,0.00390625,0.19921875,0.421875,1.30078125,0.14453125,0.140625,0.2421875,0.359375,0.0625,0.12109375,0.03515625,0.359375,0.19140625,0.19140625,0.08984375,0,0.0859375
684,18,32,-7,28,10.65714,919,52,59483,6937652,44.5078125,29.0625,0.98828125,3.90625,2.4296875,0.296875,0.125,1.421875,2.9296875,0.296875,1.0546875,1.0234375,0.53515625,0.4609375,0.265625,0.92578125,0.1796875,0.10546875,0,0.24609375,0.05078125,0.0234375,1.3359375,0.08984375,0.015625,0.5078125,1.02734375,0.015625,0.0546875,1.0859375,0.48046875,0.0234375,0.58203125,0.0703125,0.015625,0.2265625,0.515625,0.98828125,0.12890625,0.11328125,0.36328125,0.35546875,0.04296875,0.11328125,0.05078125,0.27734375,0.234375,0.21484375,0.10546875,0.00390625,0.125
685,18,32,-7,28,10.65714,919,52,59483,6937652,46.01953125,27.66796875,1.0625,5.7265625,1.45703125,0.3046875,0.046875,0.734375,4.30859375,0.38671875,1.27734375,0.9375,0.703125,0.5234375,0.16015625,0.390625,0.20703125,0.1171875,0,0.3203125,0.01953125,0.02734375,0.26171875,0.08203125,0.0078125,0.24609375,0.23828125,0.015625,0.12109375,1.08203125,0.44140625,0.015625,0.69921875,0.08984375,0.0078125,0.06640625,0.36328125,0.8359375,0.25,0.1484375,0.1640625,0.3125,0.0390625,0.0625,0.03125,0.96484375,0.078125,0.79296875,0.05859375,0.015625,0.109375
686,18,32,-7,28,10.65714,919,52,59483,6937652,49.3359375,25.05859375,1.03125,5.05078125,1.5390625,0.25390625,0.03125,0.7578125,4.71875,0.25390625,1.46484375,1.0078125,0.734375,0.48828125,0.1640625,0.3984375,0.125,0.0546875,0,0.26953125,0.0234375,0.03125,0.12890625,0.078125,0.00390625,0.26171875,0.26171875,0.02734375,0.0390625,1.0625,0.359375,0.01953125,0.578125,0.046875,0.01953125,0.12890625,0.56640625,0.6875,0.26171875,0.16796875,0.1484375,0.38671875,0.0390625,0.0390625,0.04296875,0.875,0.0703125,0.69921875,0.05859375,0.0078125,0.140625
687,18,32,-7,28,10.65714,919,52,59483,6937652,45.4140625,26.29296875,1.1171875,5.63671875,1.66796875,0.35546875,0.06640625,0.71875,4.5546875,0.4453125,1.49609375,1.18359375,0.82421875,0.54296875,0.171875,0.41796875,0.20703125,0.10546875,0,0.29296875,0.0234375,0.03515625,0.2890625,0.1171875,0.00390625,0.32421875,0.2890625,0.0546875,0.08203125,1.01171875,0.3828125,0.02734375,1.16015625,0.07421875,0.015625,0.17578125,0.48828125,0.58203125,0.26171875,0.17578125,0.27734375,0.41015625,0.0234375,0.0546875,0.02734375,0.91796875,0.109375,0.87890625,0.0546875,0.0078125,0.15234375
688,18,32,-7,28,10.65714,919,52,59483,6937652,35.7421875,33.375,2.5546875,5.44921875,1.74609375,0.37109375,0.15234375,0.43359375,6.13671875,0.5,1.69921875,0.72265625,0.60546875,0.47265625,0.31640625,0.171875,0.24609375,0.06640625,0,0.1171875,0.01953125,0.02734375,0.3203125,0.0625,0.0078125,0.36328125,0.28515625,0.05078125,0.125,1.28125,0.55078125,0.0234375,0.86328125,0.109375,0.01171875,0.05078125,0.37109375,1.1015625,0.35546875,0.140625,0.15234375,0.41015625,0.0625,0.06640625,0.05078125,1.7421875,0.12109375,0.23046875,0.03515625,0.0078125,0.12109375
689,18,32,-7,28,10.65714,919,52,59483,6937652,37.64453125,33.00390625,2.10546875,4.9765625,1.65625,0.203125,0.08203125,0.4296875,6.58203125,0.37890625,1.640625,0.703125,0.53125,0.515625,0.26171875,0.16015625,0.125,0.03515625,0,0.08984375,0.02734375,0.0390625,0.171875,0.07421875,0.00390625,0.30859375,0.296875,0.0234375,0.05859375,1.44921875,0.7421875,0.02734375,0.59765625,0.04296875,0.00390625,0.03125,0.35546875,0.54296875,0.359375,0.15625,0.2890625,0.59765625,0.00390625,0.05078125,0.0546875,2.0625,0.10546875,0.21484375,0.02734375,0.00390625,0.15234375
690,18,32,-7,28,10.65714,919,52,59483,6937652,37.91796875,32.57421875,2.01171875,5.1953125,1.4140625,0.28515625,0.1328125,0.38671875,6.40625,0.58203125,1.72265625,0.7578125,0.53125,0.41015625,0.3671875,0.140625,0.24609375,0.05078125,0,0.1015625,0.03125,0.078125,0.3125,0.0390625,0.03515625,0.3984375,0.24609375,0.01953125,0.203125,1.29296875,0.65625,0.03125,1.02734375,0.13671875,0.00390625,0.0390625,0.31640625,0.34375,0.3203125,0.140625,0.16796875,0.41796875,0.02734375,0.02734375,0.0390625,1.87890625,0.12890625,0.25,0.02734375,0,0.12890625
691,15,31,-10,23,10.65714,1023,88,73017,6056296,47.32421875,19.03125,0.53125,2.27734375,0.8046875,0.48828125,1.0703125,1.015625,2.578125,0.078125,1.1953125,0.75,0.0234375,0.2734375,0.08984375,1.11328125,0.19921875,0.11328125,0.0546875,0.0234375,0.32421875,0.06640625,0.0234375,0.02734375,0.06640625,0.17578125,0.5390625,0,0,0.26171875,0.09375,0.03515625,0.3359375,0.0078125,0.01171875,11.796875,0.265625,2.3203125,0.1640625,0.09765625,0.12890625,0.55859375,0.0625,0.04296875,2.9609375,0.03125,0.1328125,0.328125,0.05859375,0.03515625,0.01171875
692,15,31,-10,23,10.65714,1023,88,73017,6056296,52.42578125,16.05078125,0.5625,2.45703125,0.7578125,0.6328125,1.13671875,0.92578125,2.4453125,0.2265625,1.1171875,0.671875,0.046875,0.18359375,0.12109375,1.13671875,0.45703125,0.16796875,0.03125,0.0234375,0.28515625,0.0546875,0.02734375,0.03515625,0.03515625,0.1640625,0.41796875,0.00390625,0.02734375,0.2265625,0.12890625,0.04296875,0.921875,0.0078125,0,9.49609375,0.25390625,1.734375,0.17578125,0.18359375,0.09765625,0.5390625,0.0703125,0.06640625,2.86328125,0.046875,0.20703125,0.234375,0.0234375,0.0234375,0.02734375
693,15,31,-10,23,10.65714,1023,88,73017,6056296,51.21484375,17.265625,0.53515625,2.515625,0.65625,0.4765625,1.29296875,0.953125,2.7109375,0.1015625,1.25390625,0.6875,0.03515625,0.21875,0.109375,0.9140625,0.3359375,0.0859375,0.05859375,0.015625,0.3046875,0.03125,0.01171875,0.00390625,0.046875,0.140625,0.4453125,0.00390625,0.00390625,0.17578125,0.08984375,0.05859375,0.37890625,0.01171875,0.00390625,10.82421875,0.2890625,1.59765625,0.2109375,0.109375,0.1875,0.39453125,0.0546875,0.03515625,2.6171875,0.05078125,0.11328125,0.29296875,0.03515625,0.02734375,0.01171875
694,15,31,-10,23,10.65714,1023,88,73017,6056296,50.984375,17.29296875,0.390625,2.11328125,0.71875,0.421875,1.02734375,0.8828125,1.5703125,0.078125,0.97265625,0.66015625,0.01171875,0.19140625,0.0703125,0.99609375,0.1328125,0.12890625,0.04296875,0.03515625,0.2734375,0.04296875,0.00390625,0.01953125,0.046875,0.1484375,0.33203125,0.00390625,0,0.2265625,0.09375,0.0078125,0.28515625,0.00390625,0.00390625,12.1640625,0.21484375,3.46484375,0.12109375,0.08203125,0.21484375,0.5,0.08203125,0.0546875,2.31640625,0.03515625,0.15625,0.296875,0.0234375,0.0234375,0.03515625
695,15,31,-10,23,10.65714,1023,88,73017,6056296,51.37109375,17.1875,0.4921875,2.3671875,0.69140625,0.41796875,1.09765625,0.91015625,2.48046875,0.0859375,1.0625,0.703125,0.0234375,0.16796875,0.08984375,1.05078125,0.140625,0.06640625,0.046875,0.015625,0.28515625,0.03515625,0.015625,0.02734375,0.03125,0.125,0.4765625,0.00390625,0.00390625,0.21484375,0.1015625,0.0390625,0.23046875,0.00390625,0.0078125,11.34375,0.23828125,2.20703125,0.19140625,0.08984375,0.12109375,0.51953125,0.0625,0.0625,2.671875,0.02734375,0.08984375,0.26171875,0.01171875,0.00390625,0.02734375
696,15,31,-10,23,10.65714,1023,88,73017,6056296,55.65234375,13.49609375,0.4765625,3.10546875,0.6484375,0.48046875,1.16015625,0.7109375,3.02734375,0.19921875,0.98046875,0.47265625,0.0234375,0.21484375,0.09765625,0.8046875,0.54296875,0.09375,0.0625,0.0078125,0.23046875,0.05078125,0.0390625,0.01953125,0.01953125,0.1484375,0.39453125,0.00390625,0.00390625,0.21875,0.078125,0.02734375,0.68359375,0.0078125,0,10.078125,0.23046875,1.17578125,0.21875,0.13671875,0.16796875,0.3671875,0.06640625,0.046875,2.93359375,0.04296875,0.109375,0.1796875,0.015625,0.03125,0.015625
697,15,31,-10,23,10.65714,1023,88,73017,6056296,58.25,13.5234375,0.3671875,2.06640625,0.46875,0.546875,0.87890625,0.33203125,1.6015625,0.05078125,0.8984375,0.171875,0.015625,0.09375,0.0234375,0.5625,0.57421875,0.109375,0.03515625,0,0.12890625,0.015625,0.05078125,0.0078125,0.0078125,0.08203125,0.34765625,0,0,0.11328125,0.015625,0.00390625,0.03515625,0.00390625,0.015625,12.90625,0.171875,2.05078125,0.0859375,0.078125,0.21484375,0.48828125,0.08203125,0.0703125,2.19140625,0.01171875,0.078125,0.140625,0.00390625,0.01171875,0.015625
698,15,31,-10,23,10.65714,1023,88,73017,6056296,57.828125,12.6875,0.41796875,1.94140625,0.453125,0.515625,0.890625,0.34765625,1.68359375,0.0390625,1.06640625,0.21484375,0.015625,0.0546875,0.0078125,0.61328125,0.5859375,0.125,0.02734375,0.01171875,0.171875,0.0546875,0.07421875,0.00390625,0,0.0703125,0.4140625,0,0.00390625,0.08203125,0.00390625,0.05078125,0.0234375,0,0.015625,13.29296875,0.19140625,2.4765625,0.0703125,0.0546875,0.140625,0.50390625,0.0625,0.078125,2.35546875,0.015625,0.12890625,0.09375,0.0078125,0.01953125,0.01171875
699,15,31,-10,23,10.65714,1023,88,73017,6056296,54.46484375,14.1953125,0.54296875,2.23828125,0.484375,0.51953125,0.94140625,0.421875,1.6953125,0.05078125,1.09765625,0.234375,0.0234375,0.125,0.0078125,0.82421875,0.66015625,0.1796875,0.015625,0.00390625,0.20703125,0.0390625,0.0703125,0.015625,0,0.12109375,0.4765625,0,0.0078125,0.14453125,0.0234375,0.0546875,0.04296875,0.00390625,0.015625,13.30078125,0.2421875,2.54296875,0.1015625,0.05078125,0.23046875,0.52734375,0.09375,0.0625,2.55078125,0.01171875,0.1328125,0.14453125,0.00390625,0.01953125,0.03515625
700,15,31,-10,23,10.65714,1023,88,73017,6056296,59.6328125,13.875,0.47265625,1.84375,0.421875,0.44140625,0.64453125,0.32421875,1.30078125,0.02734375,0.796875,0.24609375,0.01953125,0.078125,0,0.703125,0.4296875,0.16796875,0.015625,0.0078125,0.09765625,0.01953125,0.05078125,0.01953125,0.0078125,0.0703125,0.296875,0.00390625,0,0.07421875,0.00390625,0.01953125,0.0078125,0,0.00390625,13.390625,0.1484375,1.8046875,0.05078125,0.03125,0.140625,0.3359375,0.05859375,0.04296875,1.59765625,0,0.109375,0.14453125,0.00390625,0.00390625,0.01171875
701,15,31,-10,23,10.65714,1023,88,73017,6056296,58.05078125,13.328125,0.62109375,2.1640625,0.33984375,0.53125,0.6640625,0.45703125,2.0703125,0.0078125,0.86328125,0.140625,0.01171875,0.10546875,0.015625,0.828125,1.05078125,0.15234375,0.015625,0.0078125,0.140625,0.0078125,0.11328125,0,0.03125,0.046875,0.48828125,0,0.00390625,0.03515625,0.00390625,0.03125,0.015625,0.00390625,0.00390625,12.30859375,0.20703125,2.3046875,0.078125,0.0859375,0.0390625,0.38671875,0.07421875,0.05859375,1.83203125,0,0.12109375,0.12109375,0.0078125,0.015625,0.0078125
702,15,31,-10,23,10.65714,1023,88,73017,6056296,57.0390625,14.44140625,0.375,1.83984375,0.3671875,0.453125,0.7421875,0.5234375,1.828125,0.04296875,1.1015625,0.25,0.0078125,0.1171875,0.00390625,0.73828125,0.55859375,0.11328125,0.03515625,0,0.15625,0.01953125,0.03515625,0.0078125,0.0078125,0.11328125,0.44921875,0,0.00390625,0.046875,0.01171875,0.03125,0.015625,0.00390625,0.0078125,13.65234375,0.15625,1.39453125,0.0859375,0.0703125,0.11328125,0.53125,0.1015625,0.046875,2.08984375,0.01171875,0.08984375,0.125,0.00390625,0.015625,0.0234375
703,14,29,-12,22,10.65714,1088,93,73017,6056296,33.54296875,42.92578125,1.16796875,3.5625,1.02734375,0.9765625,2.18359375,0.64453125,0.73046875,0.08203125,0.76953125,0.359375,0.03125,0.0625,0.0390625,0.37890625,4.421875,0.18359375,0.0234375,0.01953125,0.203125,0.10546875,0.24609375,0.015625,0.02734375,0.0390625,0.4296875,0.08203125,0,0.00390625,0.00390625,0.640625,0.0078125,0.015625,0.10546875,1.3984375,0.0546875,2.7734375,0.04296875,0,0,0.04296875,0.1484375,0.06640625,0.30078125,0,0.0234375,0.015625,0,0.05859375,0.015625
704,14,29,-12,22,10.65714,1088,93,73017,6056296,29.34375,53.55859375,1.05078125,2.359375,0.91015625,0.875,1.20703125,0.78125,0.453125,0.04296875,0.60546875,0.4375,0.01953125,0.06640625,0.05078125,0.359375,1.14453125,0.1875,0.03515625,0.0234375,0.15625,0.078125,0.140625,0.01171875,0.0234375,0.015625,0.2734375,0.1015625,0.00390625,0.00390625,0.00390625,0.5234375,0.00390625,0.00390625,0.078125,1.5234375,0.0546875,2.828125,0.01953125,0,0.00390625,0.09765625,0.15625,0.078125,0.2265625,0.00390625,0.0234375,0.01171875,0,0.03125,0.0078125
705,14,29,-12,22,10.65714,1088,93,73017,6056296,37.14453125,43.87109375,1.19140625,3.421875,0.8984375,0.85546875,1.7109375,0.59765625,0.54296875,0.08984375,0.703125,0.30078125,0.01171875,0.0390625,0.05859375,0.328125,2.18359375,0.16015625,0.03125,0.01171875,0.1484375,0.05859375,0.2265625,0.01171875,0.0234375,0.05078125,0.34375,0.0703125,0,0,0,0.63671875,0,0.0078125,0.1015625,1.6015625,0.0546875,1.80859375,0.00390625,0.00390625,0.0078125,0.0390625,0.1640625,0.078125,0.27734375,0.01171875,0.03515625,0.0390625,0,0.0234375,0.01953125
706,14,29,-12,22,10.65714,1088,93,73017,6056296,35.9921875,42.671875,1.296875,3.45703125,1.07421875,0.9140625,1.80078125,0.6640625,0.73046875,0.04296875,0.76953125,0.3203125,0.01171875,0.05859375,0.0625,0.359375,3.02734375,0.1640625,0.046875,0.01171875,0.23046875,0.0859375,0.27734375,0.0078125,0.02734375,0.05859375,0.44921875,0.12890625,0,0,0,0.8046875,0.0078125,0.00390625,0.1015625,1.68359375,0.0625,1.66015625,0.05859375,0.00390625,0.00390625,0.0859375,0.16015625,0.08984375,0.44140625,0,0.03515625,0.02734375,0,0.01953125,0.0078125
707,14,29,-12,22,10.65714,1088,93,73017,6056296,36.85546875,43.12890625,1.33203125,3.2890625,1.015625,0.7890625,1.90234375,0.65234375,0.6484375,0.09765625,0.73046875,0.33203125,0.01953125,0.02734375,0.03515625,0.296875,3,0.1484375,0.03515625,0.0078125,0.1875,0.10546875,0.23046875,0.01953125,0.0234375,0.0390625,0.46875,0.08984375,0.00390625,0.00390625,0,0.68359375,0,0.00390625,0.10546875,1.48828125,0.08203125,1.36328125,0.0390625,0,0.00390625,0.0546875,0.171875,0.0859375,0.28515625,0,0.02734375,0.0234375,0.00390625,0.0390625,0.0234375
708,14,29,-12,22,10.65714,1088,93,73017,6056296,31.7421875,52.36328125,1.39453125,2.0078125,0.92578125,0.55078125,0.9375,0.84375,0.625,0.0859375,0.90625,0.3984375,0.0078125,0.0546875,0.04296875,0.45703125,0.53515625,0.12109375,0.07421875,0.0234375,0.20703125,0.1328125,0.125,0.01171875,0.00390625,0.07421875,0.51171875,0.14453125,0,0.00390625,0,0.71875,0,0.00390625,0.15625,1.8046875,0.0703125,1.2734375,0.0625,0,0.00390625,0.046875,0.109375,0.0546875,0.26171875,0.0078125,0.01953125,0.015625,0,0.05859375,0.01953125
709,14,29,-12,22,10.65714,1088,93,73017,6056296,27.25390625,32.7890625,10.4140625,6.17578125,0.34375,0.40625,1.6015625,0.77734375,1.890625,0.453125,1.8671875,0.2265625,0.03125,0.07421875,0.02734375,0.17578125,7.078125,0.28125,0.00390625,0.03125,0.0078125,0.14453125,1.4296875,0,0.03515625,0.32421875,1.16015625,0.0234375,0.00390625,0.01171875,0,0.078125,0.01171875,0.05078125,0.00390625,0.05078125,0.05859375,1.359375,0.37109375,0,0.0078125,0.00390625,0.02734375,0.0234375,2.8125,0.0078125,0,0.0078125,0,0.01171875,0.0703125
710,14,29,-12,22,10.65714,1088,93,73017,6056296,30.32421875,33.9765625,6.5859375,6.359375,0.421875,0.609375,1.50390625,0.65625,1.890625,0.53515625,1.9921875,0.22265625,0.0390625,0.08203125,0.01953125,0.1796875,6.45703125,0.26171875,0.00390625,0.0234375,0,0.20703125,1.3046875,0,0.01171875,0.30078125,0.92578125,0.01953125,0.01171875,0.05078125,0.02734375,0.1015625,0.08984375,0.078125,0.0078125,0.10546875,0.06640625,1.13671875,0.31640625,0.02734375,0.02734375,0.01171875,0.05078125,0.04296875,2.80859375,0,0.01171875,0.0078125,0,0.0078125,0.09765625
711,14,29,-12,22,10.65714,1088,93,73017,6056296,30.109375,33.17578125,6.8125,6.6953125,0.41015625,0.50390625,1.52734375,0.56640625,1.5390625,0.421875,1.7265625,0.1875,0.03515625,0.07421875,0.00390625,0.1640625,7.91015625,0.23828125,0.00390625,0.03125,0.00390625,0.14453125,1.25390625,0,0.01953125,0.27734375,0.8203125,0.015625,0.01171875,0.0078125,0,0.08984375,0.0078125,0.0390625,0.0078125,0.0546875,0.046875,1.69921875,0.31640625,0.00390625,0.01171875,0,0.0390625,0.04296875,2.875,0.01171875,0.00390625,0,0,0.00390625,0.0546875
712,14,29,-12,22,10.65714,1088,93,73017,6056296,37.99609375,33.87890625,1.5390625,6.3359375,0.98046875,0.65625,0.9765625,0.25,4.828125,0.38671875,1.703125,0.24609375,0.08203125,0.11328125,0.046875,0.50390625,3.6875,0.3359375,0,0.140625,0,0.13671875,0.58203125,0,0.015625,0.15625,0.078125,0.00390625,0.00390625,0.0390625,0.00390625,0.0859375,0.00390625,0.06640625,0.00390625,0.23046875,0.1484375,2.05859375,0.4453125,0.02734375,0.05859375,0.0078125,0.11328125,0.0859375,0.83203125,0.02734375,0.00390625,0,0,0.00390625,0.08984375
713,14,29,-12,22,10.65714,1088,93,73017,6056296,38.30078125,38.33984375,1.75390625,4.6484375,1.046875,0.51953125,0.4296875,0.28515625,3.1484375,0.30859375,1.67578125,0.25,0.078125,0.140625,0.04296875,0.5234375,0.87109375,0.23828125,0.0078125,0.17578125,0,0.19140625,0.109375,0,0.00390625,0.08984375,0.50390625,0.01171875,0,0.0390625,0.01953125,0.140625,0.00390625,0.02734375,0.00390625,0.30859375,0.12890625,4.01171875,0.2734375,0.01953125,0.08984375,0.00390625,0.09765625,0.12109375,0.859375,0.0390625,0.01953125,0,0,0.0078125,0.08984375
